pl_name,detection,T0,T0_err+,T0_err-,period,period_err+,period_err-,T14,T14_err+,T14_err-,lambda,lambda_err+,lambda_err-,incl,incl_err+,incl_err-,b,b_err+,b_err-,pl_radius,pl_radius_err+,pl_radius_err-,aRs,aRs_err+,aRs_err-,st_radius,st_radius_err+,st_radius_err-,ecc,ecc_err+,ecc_err-,st_mass,st_mass_err+,st_mass_err-,RpRs,RpRs_err+,RpRs_err-
HIP 41378 d,Transit,2457166.2604,0.0017,0.0017,1114.0,163.0,78.0,12.71,0.26,0.26,46.0,28.0,37.0,89.93,0.025,0.018,0.5,0.27,0.27,3.96,0.59,0.59,,,,1.34,0.03,0.03,0.0,,,1.17,0.07,0.07,0.0256,0.0005,0.0007
HIP 41378 e,Transit,2457142.0194,0.001,0.001,131.0,61.0,36.0,13.007,0.088,0.088,,,,89.91,0.22,0.045,0.31,0.17,0.17,5.51,0.77,0.77,283.0,172.0,177.0,1.34,0.03,0.03,,,,1.17,0.07,0.07,0.03686,0.0011,0.0008
HIP 41378 f,Transit,2457186.91423,0.00039,0.00038,1084.0,121.0,126.0,18.998,0.051,0.051,,,,89.98,0.009,0.006,0.227,0.089,0.089,10.2,1.4,1.4,,,,1.34,0.03,0.03,,,,1.17,0.07,0.07,0.06602,0.00017,0.00016
HIP 5158 b,Radial Velocity,,,,345.72,5.37,5.37,,,,,,,,,,,,,13.6,,,,,,0.75,0.06,0.06,0.52,0.08,0.08,0.78,0.02,0.02,,,
HIP 5158 c,Radial Velocity,,,,9017.76,3180.74,3180.74,,,,,,,,,,,,,12.2,,,,,,0.75,0.05,0.09,0.14,0.1,0.1,0.78,0.12,0.07,,,
HIP 54373 b,Radial Velocity,,,,7.76,0.003,0.003,,,,,,,,,,,,,2.87,,,,,,0.56,0.02,0.02,0.2,0.11,0.11,0.57,0.03,0.03,,,
HIP 54373 c,Radial Velocity,,,,15.144,0.008,0.008,,,,,,,,,,,,,3.57,,,,,,0.56,0.02,0.02,0.2,0.12,0.12,0.57,0.03,0.03,,,
HIP 57274 b,Radial Velocity,2455801.779,0.271,0.271,8.1352,0.004,0.004,3.08,0.35,0.35,,,,,,,,,,2.4,,,,,,0.78,0.05,0.05,0.19,0.1,0.1,0.29,0.3,0.3,,,
HIP 57274 c,Radial Velocity,2455793.035,0.176,0.176,32.03,0.02,0.02,5.88,0.1,0.1,,,,,,,,,,14.2,,,,,,0.68,0.03,0.03,0.05,0.02,0.02,0.73,0.05,0.05,,,
HIP 57274 d,Radial Velocity,,,,431.7,8.5,8.5,,,,,,,,,,,,,14.2,,,,,,0.68,0.03,0.03,0.27,0.05,0.05,0.73,0.05,0.05,,,
HIP 65407 b,Radial Velocity,,,,28.125,0.019,0.019,,,,,,,,,,,,,14.3,,,,,,0.95,0.01,0.03,0.14,0.07,0.07,0.93,0.07,0.07,,,
HIP 65407 c,Radial Velocity,,,,67.3,0.08,0.08,,,,,,,,,,,,,13.9,,,,,,0.95,0.01,0.03,0.12,0.04,0.04,0.93,0.07,0.07,,,
HIP 67851 b,Radial Velocity,,,,88.87622241,0.1184152,0.11970684,,,,,,,,,,,,,13.5,0.04,0.04,,,,5.87,0.29,0.29,0.063067,0.030933,0.031711,1.9,0.11,0.11,,,
HIP 67851 c,Radial Velocity,,,,3923.66089514,616.24996317,330.23316143,,,,,,,89.863,28.378,24.73,,,,12.6,,,,,,5.87,0.29,0.29,0.356194,0.111866,0.084709,1.9,0.11,0.11,,,
HIP 8541 b,Radial Velocity,,,,1852.14387204,215.24661679,117.31045608,,,,,,,90.904,26.714,26.166,,,,12.6,,,,,,7.83,1.02,1.02,0.360464,0.060044,0.047376,2.01,0.12,0.12,,,
HIP 97166 b,Transit,2458691.6486,0.0007,0.0007,10.28891,4e-05,4e-05,1.342,0.084,0.084,,,,,,,0.836,0.027,0.027,2.74,0.13,0.13,,,,0.84,0.04,0.04,0.16,0.03,0.03,0.9,0.05,0.05,,,
HIP 97166 c,Radial Velocity,2458988.4,1.6,1.6,16.84,0.22,0.22,,,,,,,,,,,,,3.12,,,,,,0.84,0.04,0.04,0.25,0.0,0.25,0.9,0.05,0.05,,,
HR 858 b,Transit,2458409.18969,0.00084,0.00083,3.58599,0.00015,0.00015,2.7096,0.0384,0.0384,,,,85.5,1.5,0.5,0.59,0.1,0.27,2.085,0.068,0.064,7.87,0.23,0.24,1.31,0.02,0.02,0.3,0.0,0.3,1.15,0.07,0.08,0.0146,0.00035,0.00035
HR 858 c,Transit,2458415.6344,0.0022,0.0014,5.97293,0.0006,0.00053,2.9016,0.108,0.072,,,,86.23,0.26,0.26,0.72,0.041,0.064,1.939,0.069,0.069,11.06,0.32,0.34,1.31,0.02,0.02,0.19,0.0,0.19,1.15,0.07,0.08,0.01358,0.00038,0.00039
HR 858 d,Transit,2458409.7328,0.002,0.0018,11.23,0.0011,0.001,3.4344,0.1008,0.0912,,,,87.43,0.18,0.19,0.729,0.064,0.11,2.164,0.086,0.083,16.85,0.49,0.51,1.31,0.02,0.02,0.28,0.0,0.28,1.15,0.07,0.08,0.01514,0.0005,0.00049
HR 8799 b,Imaging,,,,170000.0,,,,,,,,,30.27,4.95,4.95,,,,13.0,1.0,1.0,,,,1.49,0.05,0.05,0.0,,,1.5,0.3,0.3,,,
HR 8799 c,Imaging,,,,69000.0,,,,,,,,,29.43,0.35,0.35,,,,13.0,1.0,0.0,,,,1.49,0.05,0.05,0.5,,,1.5,0.3,0.3,,,
HR 8799 d,Imaging,,,,37000.0,,,,,,,,,38.63,2.84,2.84,,,,13.0,1.0,0.0,,,,1.49,0.05,0.05,0.6,,,1.5,0.3,0.3,,,
HR 8799 e,Imaging,,,,20815.6,1128.62,1128.62,,,,,,,25.0,8.0,8.0,,,,13.115,1.457,1.233,,,,1.49,0.05,0.05,0.15,0.08,0.08,1.51,0.04,0.02,,,
HU Aqr AB b,Eclipse Timing Variations,,,,2390.0,4.0,4.0,,,,,,,90.0,,,,,,12.8,,,,,,,,,0.0,,,0.88,,,,,
HU Aqr AB c,Eclipse Timing Variations,,,,4368.0,515.0,515.0,,,,,,,90.0,,,,,,12.9,,,,,,,,,0.51,0.15,0.15,0.88,,,,,
K2-111 b,Transit,2457100.0768,0.0019,0.0018,5.3518,0.0004,0.0004,3.192,0.36,0.48,,,,86.43,0.37,0.21,0.309,0.292,0.216,1.82,0.11,0.09,9.59,0.98,0.95,1.25,0.02,0.02,0.13,0.13,0.09,0.84,0.02,0.02,0.01346,0.00074,0.00061
K2-111 c,Radial Velocity,,,,15.6785,0.0064,0.0063,,,,,,,,,,,,,3.37,,,,,,1.25,0.02,0.02,0.07,0.07,0.05,0.84,0.02,0.02,,,
K2-117 b,Transit,2457142.77452,0.00162,0.00158,1.2916,4.9e-05,5.1e-05,1.152,0.0696,0.0576,,,,88.36,1.14,1.37,0.39,0.31,0.27,2.03,0.1,0.1,7.87,0.81,1.77,0.51,0.01,0.01,0.06,0.138304,0.053132,0.54,0.01,0.01,0.0363,0.0021,0.0014
K2-117 c,Transit,2457143.5663,0.00358,0.00352,5.444017,0.000462,0.000455,2.1096,0.0576,0.0768,,,,89.49,0.36,0.48,0.4,0.32,0.28,2.06,0.12,0.12,18.52,2.17,4.33,0.51,0.01,0.01,0.15,0.178886,0.115822,0.54,0.01,0.01,0.0368,0.0024,0.0019
K2-133 b,Transit,2457821.315,0.0016,0.0015,3.07133,0.00011,0.00011,1.22,0.04,0.02,,,,87.6,0.18,0.15,0.63,0.052,0.054,1.34,0.077,0.076,,,,0.46,0.02,0.02,,,,0.46,0.01,0.01,0.027,0.0008,0.0008
K2-133 c,Transit,2457823.7686,0.0011,0.0011,4.86784,0.00012,0.00012,1.62,0.04,0.06,,,,88.21,0.11,0.08,0.64,0.046,0.047,1.603,0.09,0.088,,,,0.46,0.02,0.02,,,,0.46,0.01,0.01,0.0323,0.0009,0.0009
K2-133 d,Transit,2457826.1709,0.0012,0.0012,11.02454,0.00036,0.00035,2.32,0.08,0.09,,,,89.4,0.1,0.08,0.37,0.055,0.066,2.003,0.107,0.107,,,,0.46,0.02,0.02,,,,0.46,0.01,0.01,0.0404,0.0008,0.001
K2-133 e,Transit,2457837.8657,0.0022,0.0023,26.5841,0.0018,0.0017,1.44,0.09,0.06,,,,89.164,0.012,0.01,0.928,0.049,0.045,1.73,0.14,0.13,,,,0.46,0.02,0.02,,,,0.46,0.01,0.01,0.0348,0.0023,0.0019
K2-136 b,Transit,2457817.75631,0.00469,0.00489,7.975292,0.000833,0.00077,2.54,0.24,0.49,,,,89.3,0.5,0.7,0.27,0.28,0.19,0.99,0.06,0.04,23.1,2.4,1.2,0.66,0.02,0.02,0.1,0.19,0.07,0.74,0.02,0.02,0.0137,0.0006,0.0004
K2-136 c,Transit,2457812.7177,0.001,0.00077,17.307137,0.000252,0.000284,3.45,0.6,0.69,,,,89.6,0.3,0.3,0.28,0.21,0.18,2.91,0.11,0.1,39.0,7.2,1.5,0.66,0.02,0.02,0.13,0.27,0.11,0.74,0.02,0.02,0.0401,0.0012,0.0006
K2-136 d,Transit,2457780.81164,0.00643,0.0066,25.575065,0.002418,0.002357,3.12,1.3,0.54,,,,89.4,0.4,0.2,0.53,0.19,0.33,1.45,0.11,0.08,50.7,5.2,4.5,0.66,0.02,0.02,0.14,0.13,0.09,0.74,0.02,0.02,0.0201,0.0014,0.0009
K2-138 b,Transit,2457773.31683,0.00091,0.0009,2.35309,0.00022,0.00022,2.01,0.12,0.12,,,,87.2,1.2,1.0,0.419,0.164,0.181,1.51,0.11,0.084,8.5,0.2,0.4,0.86,0.03,0.02,0.048,0.054,0.033,0.94,0.02,0.02,0.016,0.00083,0.00076
K2-138 c,Transit,2457740.32182,0.00087,0.00089,3.56004,0.00012,0.00011,2.38,0.05,0.06,,,,88.1,0.7,0.7,0.369,0.13,0.136,2.299,0.12,0.087,11.1,0.2,0.5,0.86,0.03,0.02,0.045,0.051,0.032,0.94,0.02,0.02,0.02439,0.00065,0.00059
K2-138 d,Transit,2457743.15989,0.00091,0.00093,5.40479,0.00021,0.00021,2.7,0.07,0.07,,,,89.0,0.6,0.6,0.241,0.159,0.152,2.39,0.104,0.084,14.7,0.3,0.7,0.86,0.03,0.02,0.043,0.041,0.03,0.94,0.02,0.02,0.02532,0.00067,0.00063
K2-138 e,Transit,2457740.64558,0.00085,0.00081,8.26146,0.00021,0.00022,2.97,0.05,0.05,,,,88.6,0.3,0.3,0.468,0.096,0.126,3.39,0.156,0.11,19.5,0.4,0.9,0.86,0.03,0.02,0.077,0.048,0.049,0.94,0.02,0.02,0.03599,0.00081,0.00073
K2-138 f,Transit,2457738.70235,0.00093,0.00092,12.75758,0.0005,0.00048,3.2,0.08,0.08,,,,88.8,0.2,0.2,0.56,0.079,0.112,2.904,0.164,0.111,26.1,0.6,1.2,0.86,0.03,0.02,0.062,0.064,0.043,0.94,0.02,0.02,0.03085,0.00088,0.00089
K2-138 g,Transit,2457773.86156,0.01863,0.03219,41.96797,0.00843,0.00725,4.75,0.8,1.42,,,,89.4,0.4,0.3,0.558,0.284,0.356,3.013,0.303,0.251,57.7,1.2,2.6,0.86,0.03,0.02,0.059,0.063,0.04,0.94,0.02,0.02,0.03187,0.00295,0.0025
K2-141 b,Transit,2457744.0716,0.00022,0.00022,0.2803244,1.5e-06,1.5e-06,0.94,0.02,0.02,,,,86.3,2.7,3.6,-0.01,0.38,0.35,1.51,0.05,0.05,2.292,0.053,0.06,0.68,0.02,0.02,0.0,,,0.71,0.03,0.03,0.02037,0.00046,0.00046
K2-141 c,Transit,2457751.1546,0.001,0.001,7.7485,0.00022,0.00022,,,,,,,87.2,1.6,2.0,,,,7.0,4.6,2.8,21.59,0.71,0.74,0.68,0.02,0.02,0.0,,,0.71,0.03,0.03,0.094,0.061,0.037
K2-146 b,Transit,2458204.5902,0.0005,0.0005,2.6446,6e-05,6e-05,1.32,0.072,0.108,,,,88.93,0.11,0.11,0.391,0.069,0.069,2.05,0.06,0.06,15.25,0.126,0.126,0.33,0.01,0.01,0.129,0.019,0.019,0.33,0.01,0.01,0.0572,0.0005,0.0005
K2-146 c,Transit,2458204.1316,0.0007,0.0007,4.00498,0.00011,0.00011,0.73574943421495,,,,,,87.54,0.04,0.04,0.93,0.097,0.097,2.19,0.07,0.07,20.064,0.412,0.412,0.33,0.01,0.01,0.075,0.016,0.016,0.33,0.01,0.01,0.0612,0.0009,0.0009
K2-148 b,Transit,2457390.05956,0.00961,0.00961,4.38395,0.0008,0.0008,1.776,0.12,0.168,,,,,,,,,,1.33,0.19,0.18,16.7,3.2,4.5,0.63,0.06,0.06,,,,0.65,0.06,0.06,0.0193,0.0021,0.0019
K2-148 c,Transit,2457387.72777,0.00458,0.00458,6.9226,0.0007,0.0007,2.0304,0.096,0.1392,,,,,,,,,,1.73,0.24,0.21,27.3,3.6,6.9,0.63,0.06,0.06,,,,0.65,0.06,0.06,0.0251,0.0025,0.0018
K2-148 d,Transit,2457386.34305,0.00545,0.00545,9.7579,0.001,0.001,1.8,0.144,0.24,,,,,,,,,,1.64,0.24,0.21,36.3,6.0,9.6,0.63,0.06,0.06,,,,0.65,0.06,0.06,0.0238,0.0026,0.002
K2-154 b,Transit,2457585.0533,0.0037,0.0035,3.67626,0.0003,0.00031,1.7,,,,,,,,,0.44,0.33,0.3,1.99,0.21,0.11,14.5,1.9,3.9,0.63,0.01,0.01,,,,0.65,0.02,0.01,0.0288,0.0031,0.0015
K2-154 c,Transit,2457584.3376,0.0048,0.0043,7.95486,0.00084,0.00085,2.1,,,,,,,,,0.42,0.31,0.27,2.07,0.18,0.13,24.9,2.8,5.8,0.63,0.01,0.01,,,,0.65,0.02,0.01,0.03,0.0025,0.0019
K2-155 b,Transit,2457818.7153,0.0021,0.0021,6.342,0.002,0.002,2.4096,0.12,0.1152,,,,88.3,1.2,1.9,0.34,0.24,0.23,1.8,0.2,0.1,18.5,1.1,1.6,0.58,0.06,0.03,,,,0.65,0.06,0.03,0.0261,0.0009,0.0008
K2-155 c,Transit,2457814.5643,0.0025,0.0025,13.85,0.006,0.006,3.528,0.312,0.624,,,,88.96,0.71,0.88,0.45,0.37,0.31,2.6,0.7,0.2,27.0,2.2,4.2,0.58,0.06,0.03,,,,0.65,0.06,0.03,0.0321,0.0016,0.001
K2-155 d,Transit,2457782.8324,0.0048,0.0048,40.718,0.005,0.005,4.464,0.2328,0.0432,,,,89.61,0.27,0.48,0.44,0.33,0.3,1.9,0.7,0.2,63.3,6.4,13.0,0.58,0.06,0.03,,,,0.65,0.06,0.03,0.0273,0.0021,0.0015
K2-158 b,Transit,2457590.4834,0.008,0.0064,10.06049,0.00134,0.00148,3.8,,,,,,88.405,1.156,2.392,0.38,0.31,0.27,2.64,0.16,0.1,19.1,1.6,4.0,0.95,0.02,0.02,,,,0.92,0.03,0.02,0.0255,0.0016,0.0008
K2-158 c,Transit,2457583.8828,0.0131,0.012,5.90279,0.00191,0.00233,5.0,,,,,,,,,0.41,0.34,0.28,1.28,0.13,0.1,11.3,2.4,2.9,0.95,0.02,0.02,,,,0.92,0.03,0.02,0.0123,0.0012,0.0009
K2-16 b,Transit,2456811.6871,0.0038,0.0038,7.6188,0.00087,0.00087,2.487,0.382,0.225,,,,87.97,1.47,1.86,0.68,0.18,0.43,2.02,0.24,0.24,19.0,6.08,6.44,0.66,0.03,0.03,,,,0.68,0.03,0.03,0.02796,0.00363,0.00259
K2-16 c,Transit,2456809.48,0.0091,0.0091,19.07863,0.00327,0.00327,3.859,1.64,0.728,,,,87.83,1.68,1.68,0.86,0.07,0.46,2.54,1.12,0.47,22.8,20.9,8.97,0.66,0.03,0.03,,,,0.68,0.03,0.03,0.03526,0.01553,0.0065
K2-165 b,Transit,2457584.48273,0.004685,0.0046,2.354992,0.000246,0.000261,,,,,,,87.083,2.151,4.383,,,,1.274,0.145,0.097,9.208522,1.58421,2.865593,0.8,0.05,0.03,,,,0.83,0.03,0.03,0.01453,0.00143,0.00097
K2-165 c,Transit,2457584.21311,0.004817,0.004841,4.382745,0.000514,0.000536,,,,,,,87.054,2.053,4.971,,,,1.554,0.209,0.11,10.510761,1.888176,4.198198,0.8,0.05,0.03,,,,0.83,0.03,0.03,0.01772,0.00217,0.00108
K2-165 d,Transit,2457586.7581,0.002225,0.002216,14.101361,0.001146,0.001065,2.7078373,0.753854,0.753854,,,,89.002,0.722,1.166,,,,2.648,0.253,0.148,27.729097,3.5785,7.390847,0.8,0.05,0.03,,,,0.83,0.03,0.03,0.0302,0.00234,0.00127
K2-166 b,Transit,2457586.7635,0.0165,0.0167,8.52695,0.00362,0.0037,3.7,,,,,,87.429,1.85,3.897,0.4,0.32,0.28,2.19,0.2,0.19,11.1,1.2,2.6,1.61,0.04,0.04,,,,1.16,0.05,0.03,0.0124,0.0011,0.001
K2-168 b,Transit,2456975.03774,0.0023,0.0023,15.8523,0.0025,0.0012,3.792,0.12,0.144,,,,89.4,0.46,0.25,0.32,0.2,0.11,1.86,0.24,0.11,25.42,0.57,0.28,0.83,0.09,0.04,,,,0.88,0.06,0.03,0.01812,0.001,0.001
K2-170 b,Transit,2456986.18553,0.006895,0.007354,7.576544,0.001841,0.00169,3.432,0.216,0.288,,,,87.989,1.423,3.339,0.36,,,1.418,0.202,0.131,14.299758,2.299522,5.273392,0.98,0.11,0.07,,,,0.96,0.03,0.03,0.01324,0.00117,0.00076
K2-170 c,Transit,2456985.66694,0.004667,0.004603,12.400047,0.001735,0.001883,4.176,0.192,0.264,,,,88.668,0.965,2.262,0.21,,,1.802,0.245,0.158,20.900713,2.975933,7.586898,0.98,0.11,0.07,,,,0.96,0.03,0.03,0.01683,0.00131,0.00084
K2-172 b,Transit,2456982.29487,0.003444,0.003431,14.316941,0.001445,0.001411,3.84,0.192,0.288,,,,88.914,0.78,1.72,0.0,,,1.666,0.16,0.095,25.147602,3.117793,8.474158,0.87,0.04,0.03,,,,0.93,0.03,0.03,0.01758,0.0015,0.00081
K2-172 c,Transit,2456993.53984,0.001098,0.001154,29.62682,0.001555,0.001607,4.992,0.12,0.12,,,,89.497,0.348,0.528,0.09,0.74,0.86,3.206,0.189,0.139,44.208935,3.396005,7.766886,0.87,0.04,0.03,,,,0.93,0.03,0.03,0.03382,0.00132,0.00094
K2-18 b,Transit,2457264.39144,0.00065,0.00065,32.939623,9.5e-05,0.0001,2.682,0.0,0.0,,,,89.579,0.008,0.009,0.601,0.013,0.011,2.37,0.22,0.22,83.83,9.03,9.03,0.41,0.04,0.04,0.2,0.08,0.08,0.36,0.05,0.05,0.05375,0.00012,0.00012
K2-18 c,Radial Velocity,,,,8.962,0.008,0.008,,,,,,,,,,,,,2.65,,,,,,0.41,0.04,0.04,0.47,,,0.36,0.05,0.05,,,
K2-183 b,Transit,2457196.91237,0.0019,0.0017,0.469285,6.4e-05,6.4e-05,1.5408,0.0696,0.0936,,,,90.1,20.0,10.0,,,,1.1,0.1,0.08,2.5,0.3,0.4,0.87,0.04,0.04,,,,0.94,0.02,0.02,0.0117,0.00098,0.00049
K2-183 c,Transit,2457212.47321,0.0026,0.0023,10.787992,0.00033,0.00033,3.8496,0.1608,0.1392,,,,90.5,2.0,2.0,0.47,0.31,0.32,2.3,0.2,0.1,22.0,1.0,3.0,0.87,0.04,0.04,,,,0.94,0.02,0.02,0.0242,0.0014,0.00065
K2-183 d,Transit,2457212.0276,0.0036,0.0036,22.620344,6.7e-05,6.7e-05,4.92,0.288,0.24,,,,89.9,0.8,0.7,1.14,0.44,0.17,2.3,0.2,0.2,49.0,5.0,10.0,0.87,0.04,0.04,,,,0.94,0.02,0.02,0.0244,0.0021,0.0011
K2-185 b,Transit,2457144.727092,0.005898,0.005466,10.616384,6.9e-05,7.4e-05,2.6,0.17,0.18,,,,88.932,0.771,1.862,0.74,0.05,0.05,1.15,0.07,0.07,21.5,0.85,0.92,0.94,0.03,0.03,,,,0.96,0.05,0.07,0.0111,0.0006,0.0006
K2-185 c,Transit,2457159.157391,0.002498,0.002358,52.713494,0.000155,0.000164,4.64,0.08,0.08,,,,89.003,0.79,0.782,0.73,0.03,0.03,2.39,0.09,0.09,62.62,2.5,2.69,0.94,0.03,0.03,,,,0.96,0.05,0.07,0.0232,0.0005,0.0005
K2-187 b,Transit,2457184.43637,0.0016,0.0018,0.77401,8.3e-05,8.3e-05,1.5792,0.084,0.12,,,,89.7,10.0,8.0,0.41,0.34,0.28,1.2,0.2,0.2,3.9,0.4,0.8,0.83,0.11,0.11,,,,0.97,0.03,0.02,0.0132,0.0011,0.00053
K2-187 c,Transit,2457144.63842,0.0027,0.0024,2.871512,0.00012,0.00012,2.376,0.144,0.192,,,,90.4,5.0,4.0,0.43,0.33,0.29,1.4,0.2,0.2,9.2,0.8,2.0,0.83,0.11,0.11,,,,0.97,0.03,0.02,0.0154,0.0015,0.00067
K2-187 d,Transit,2457203.52085,0.0019,0.0013,7.149584,0.00012,0.00012,2.8392,0.18,0.12,,,,90.3,2.0,1.0,0.41,0.31,0.27,2.4,0.3,0.3,18.0,0.9,3.0,0.83,0.11,0.11,,,,0.97,0.03,0.02,0.0259,0.0015,0.00069
K2-187 e,Transit,2457155.08495,0.0031,0.0027,13.606629,3.6e-06,3.6e-06,4.0296,0.2592,0.24,,,,90.1,1.0,2.0,0.43,0.32,0.29,1.9,0.3,0.3,28.0,2.0,6.0,0.83,0.11,0.11,,,,0.97,0.03,0.02,0.0206,0.0017,0.00077
K2-188 b,Transit,2457140.47617,0.00719,0.00832,1.742169,0.000457,0.000365,2.6772530927313687,,,,,,83.928,4.436,9.89,0.4,0.32,0.27,1.35,0.11,0.11,4.67,0.74,1.07,1.19,0.03,0.03,,,,1.06,0.03,0.03,0.0104,0.0009,0.0008
K2-188 c,Transit,2457144.85447,0.00397,0.00419,7.810253,0.000846,0.000844,3.5808,0.1392,0.1296,,,,88.098,1.4,2.578,0.37,0.32,0.26,2.83,0.15,0.15,15.56,1.31,3.41,1.19,0.03,0.03,,,,1.06,0.03,0.03,0.0218,0.0012,0.0008
K2-189 b,Transit,2457222.1435,0.00277,0.0028,2.588309,0.000221,0.000207,2.22,0.0936,0.1128,,,,88.113,1.351,2.824,0.41,0.32,0.29,1.52,0.09,0.09,7.95,0.81,1.89,0.87,0.01,0.01,,,,0.94,0.03,0.03,0.0159,0.0011,0.0007
K2-189 c,Transit,2457223.41768,0.00243,0.00242,6.679195,0.000383,0.00039,2.7096,0.0888,0.0792,,,,88.183,1.306,3.348,0.37,0.3,0.26,2.5,0.12,0.12,18.17,1.37,3.63,0.87,0.01,0.01,,,,0.94,0.03,0.03,0.0262,0.0014,0.0008
K2-19 b,Transit,2456860.9023,0.0002,0.0002,7.9222,0.0001,0.0001,3.237,0.017,0.017,,,,91.5,0.1,0.1,0.17,0.12,0.12,7.0,0.2,0.2,18.5,0.35,0.69,0.82,0.03,0.03,0.2,0.03,0.03,0.88,0.03,0.03,0.0777,0.0006,0.0006
K2-19 c,Transit,2456853.0007,0.0004,0.0004,11.8993,0.0008,0.0008,3.823,0.057,0.057,,,,91.1,0.1,0.1,0.367,0.26,0.246,4.1,0.2,0.2,24.09,1.72,3.01,0.82,0.03,0.03,0.21,0.03,0.03,0.88,0.03,0.03,0.0458,0.0004,0.0004
K2-19 d,Transit,2456854.0726,0.0018,0.0018,2.5081,0.0002,0.0002,1.93,0.25,0.25,,,,90.8,0.7,0.7,0.59,0.26,0.38,1.11,0.05,0.05,7.582944,1.256606,2.237051,0.82,0.03,0.03,0.0,,,0.88,0.03,0.03,0.0124,0.0004,0.0004
K2-190 b,Transit,2457224.76792,0.002603,0.002596,10.098858,0.000619,0.000643,4.224,0.192,0.24,,,,88.357,1.159,2.329,0.141,,,1.357,0.176,0.102,17.225461,2.35133,5.518053,0.91,0.1,0.06,,,,0.9,0.03,0.04,0.01364,0.00104,0.00055
K2-190 c,Transit,2457228.69256,0.0065,0.007313,21.574023,0.00573,0.004302,,,,,,,88.977,0.731,1.65,,,,1.093,0.152,0.092,27.966545,4.622085,10.014724,0.91,0.1,0.06,,,,0.9,0.03,0.04,0.01099,0.001,0.00061
K2-195 b,Transit,2457225.04563,0.00282,0.00285,15.852975,0.001201,0.001168,4.8408,0.1392,0.12,,,,89.041,0.711,1.567,0.34,0.28,0.23,3.13,0.12,0.12,24.33,1.48,4.01,0.99,0.02,0.02,,,,0.94,0.04,0.04,0.029,0.0012,0.0008
K2-195 c,Transit,2457243.00895,0.006125,0.00549,28.482786,0.006439,0.00731,5.976,0.216,0.288,,,,88.537,1.111,2.691,,,,2.576,0.272,0.149,27.673288,10.160743,14.593072,0.91,0.05,0.03,,,,0.96,0.03,0.03,0.02605,0.0024,0.00117
K2-198 b,Transit,2457204.5687,0.00014,0.00014,17.0428683,7.1e-06,3.5e-06,2.9592,0.0528,0.072,,,,88.904,0.094,0.027,0.661,0.032,0.0099,4.189,0.228,0.098,25.86,0.95,0.48,0.76,0.04,0.02,,,,0.8,0.09,0.04,0.039,0.001,0.00088
K2-198 c,Transit,2457215.032,0.0019,0.0017,3.3596055,4e-06,2.1e-06,1.42008,,,,,,86.494,0.268,0.088,0.715,0.03,0.012,1.423,0.081,0.036,8.76,0.32,0.16,0.76,0.04,0.02,,,,0.8,0.09,0.04,0.013,0.00037,0.00032
K2-198 d,Transit,2457213.5759,0.001,0.001,7.4500177,5.2e-06,2.6e-06,3.0024,0.0864,0.132,,,,89.86,0.68,0.3,0.047,0.226,0.104,2.438,0.13,0.056,14.9,0.55,0.28,0.76,0.04,0.02,,,,0.8,0.09,0.04,0.022,0.00057,0.0005
K2-199 b,Transit,2457218.73733,0.00051,0.00055,3.2253993,2.4e-06,2.4e-06,2.017,0.049,0.054,,,,88.8,0.6,0.6,0.25,0.12,0.15,1.73,0.05,0.04,12.07,0.26,0.27,0.68,0.01,0.01,0.02,0.03,0.02,0.71,0.02,0.02,0.02346,0.00043,0.00038
K2-199 c,Transit,2457222.93034,0.00035,0.00035,7.3744897,3.7e-06,3.7e-06,2.452,0.097,0.081,,,,87.7,0.6,0.6,0.49,0.06,0.08,2.85,0.1,0.09,20.96,0.46,0.48,0.68,0.01,0.01,0.03,0.06,0.03,0.71,0.02,0.02,0.03846,0.00089,0.00077
K2-201 b,Transit,2457301.98415,0.001908,0.001908,1.05979,4.3e-05,4.4e-05,1.7496,0.0912,0.1104,,,,84.414,4.053,6.735,,,,1.4,0.135,0.077,4.652897,0.581721,1.118144,0.88,0.03,0.02,,,,0.96,0.02,0.02,0.01462,0.00132,0.00073
K2-201 c,Transit,2457319.78302,0.00226,0.002151,22.779878,0.001957,0.001947,3.648,0.0936,0.1368,,,,89.272,0.519,0.923,,,,3.286,0.398,0.184,40.683505,6.288623,12.588881,0.88,0.03,0.02,,,,0.96,0.02,0.02,0.0343,0.004,0.00173
K2-21 b,Transit,2456989.422,0.001,0.001,9.325038,0.000379,0.000403,2.372,0.08,0.08,,,,88.98,0.5,0.31,0.7,0.15,0.45,1.84,0.1,0.1,25.37,1.17,1.17,0.65,0.03,0.03,0.1,0.148654,0.084698,0.68,0.07,0.07,0.02616,0.0009,0.00072
K2-21 c,Transit,2456988.471,0.002,0.002,15.50192,0.000918,0.000928,2.333,0.084,0.084,,,,88.85,0.4,0.15,0.66,0.19,0.4,2.49,0.17,0.19,35.5,1.63,1.63,0.65,0.03,0.03,0.21,0.20677,0.173719,0.68,0.07,0.07,0.03533,0.00174,0.00219
K2-219 b,Transit,2457396.7453,0.005869,0.006484,3.901287,0.00066,0.000677,3.408,0.264,0.312,,,,86.795,2.295,4.798,,,,1.348,0.202,0.181,9.031985,1.519112,3.071655,1.19,0.16,0.14,,,,1.02,0.03,0.03,0.01039,0.00072,0.00059
